"procedure_name","definition_type","line_number","duplicate_occurrences","parameter_count","parameters","source_tables","write_targets","local_staging_objects","called_procedures","user_functions","logic_profile","data_flow_summary","statement_counts"
"[dbo].[CheckingBot]","CREATE","6167","1","0","","[RezoSMRBotintegration] | [DealersMaster] | [BotLeadMaster] | [gm_crm_dlr_dial_list_dest_SMR]","","","","","read-only retrieval","Reads and returns data from `[RezoSMRBotintegration]`, `[DealersMaster]`, `[BotLeadMaster]`, `[gm_crm_dlr_dial_list_dest_SMR]`.","SELECT 3; INSERT 0; UPDATE 0; DELETE 0; MERGE 0; EXEC 0"
"[dbo].[checkSpace]","CREATE","6192","1","0","","","","@SpaceUsed","[sp_msforeachtable]","","temp or staged data handling | write-back processing","Primarily coordinates procedure calls and internal logic without a clearly detectable direct table read/write pattern. The procedure also calls `[sp_msforeachtable]`.","SELECT 1; INSERT 1; UPDATE 0; DELETE 0; MERGE 0; EXEC 1"
"[dbo].[communicationSmsUsagecampaignWise]","CREATE","6220","1","4","@dealerID nvarchar(max) | @ServiceType nvarchar(max) | @FromDate nvarchar(50) | @ToDate nvarchar(50","[SMSHistory] | [SMRLead] | [SMRLead_ReportedRefuse] | [CampaignMaster]","","@tbl_dealerID | @tbl_service | @sms","","","aggregation/reporting logic | temp or staged data handling | write-back processing","Reads and returns data from `[SMSHistory]`, `[SMRLead]`, `[SMRLead_ReportedRefuse]`, `[CampaignMaster]`. Intermediate staging uses `@tbl_dealerID`, `@tbl_service`, `@sms`.","SELECT 7; INSERT 3; UPDATE 0; DELETE 0; MERGE 0; EXEC 0"
"[dbo].[communicationSmsUsageChannelWise]","CREATE","6270","1","4","@dealerID nvarchar(max) | @ServiceType nvarchar(max) | @FromDate nvarchar(50) | @ToDate nvarchar(50","[SMSTransition] | [ChannelMaster]","","@tbl_dealerID | @tbl_service","","","aggregation/reporting logic | temp or staged data handling | write-back processing","Reads and returns data from `[SMSTransition]`, `[ChannelMaster]`. Intermediate staging uses `@tbl_dealerID`, `@tbl_service`.","SELECT 5; INSERT 2; UPDATE 0; DELETE 0; MERGE 0; EXEC 0"
"[dbo].[communicationSmsUsagedateWise]","CREATE","6301","1","4","@dealerID nvarchar(max) | @ServiceType nvarchar(max) | @FromDate nvarchar(50) | @ToDate nvarchar(50","[SMSTransition]","","@tbl_dealerID | @tbl_service","","","aggregation/reporting logic | temp or staged data handling | write-back processing","Reads and returns data from `[SMSTransition]`. Intermediate staging uses `@tbl_dealerID`, `@tbl_service`.","SELECT 5; INSERT 2; UPDATE 0; DELETE 0; MERGE 0; EXEC 0"
"[dbo].[communicationsmsusagedatwisereport]","CREATE","6335","1","4","@dealerID nvarchar(max) | @ServiceType nvarchar(max) | @FromDate nvarchar(50) | @ToDate nvarchar(50","[SMSTransition] | [DealersMaster]","","@tbl_dealerID | @tbl_service","","","aggregation/reporting logic | temp or staged data handling | write-back processing","Reads and returns data from `[SMSTransition]`, `[DealersMaster]`. Intermediate staging uses `@tbl_dealerID`, `@tbl_service`.","SELECT 6; INSERT 2; UPDATE 0; DELETE 0; MERGE 0; EXEC 0"
"[dbo].[communicationSmsUsageuserWise]","CREATE","6379","1","4","@dealerID nvarchar(max) | @ServiceType nvarchar(max) | @FromDate nvarchar(50) | @ToDate nvarchar(50","[SMSHistory] | [SMRLead] | [SMRLead_ReportedRefuse] | [DealersMaster] | [UserMaster]","","@tbl_dealerID | @tbl_service","","","aggregation/reporting logic | temp or staged data handling | write-back processing","Reads and returns data from `[SMSHistory]`, `[SMRLead]`, `[SMRLead_ReportedRefuse]`, `[DealersMaster]`, `[UserMaster]`. Intermediate staging uses `@tbl_dealerID`, `@tbl_service`.","SELECT 6; INSERT 2; UPDATE 0; DELETE 0; MERGE 0; EXEC 0"
"[dbo].[communicationWhatsAppUsagecampaignWise]","CREATE","6438","1","4","@dealerID nvarchar(max) | @ServiceType nvarchar(max) | @FromDate nvarchar(50) | @ToDate nvarchar(50","[WhatsAppHistory] | [SMRLead] | [SMRLead_ReportedRefuse] | [CampaignMaster]","","@tbl_dealerID | @tbl_service | @TableCampData | @TableAllocated","","","aggregation/reporting logic | temp or staged data handling | write-back processing","Reads and returns data from `[WhatsAppHistory]`, `[SMRLead]`, `[SMRLead_ReportedRefuse]`, `[CampaignMaster]`. Intermediate staging uses `@tbl_dealerID`, `@tbl_service`, `@TableCampData`, `@TableAllocated`.","SELECT 10; INSERT 4; UPDATE 0; DELETE 0; MERGE 0; EXEC 0"
"[dbo].[communicationWhatsAppUsageChannelWise]","CREATE","6498","1","4","@dealerID nvarchar(max) | @ServiceType nvarchar(max) | @FromDate nvarchar(50) | @ToDate nvarchar(50","[WhatsAppHistory] | [SMRLead] | [SMRLead_ReportedRefuse] | [CampaignMaster] | [ChannelMaster]","","@tbl_dealerID | @tbl_service","","","aggregation/reporting logic | temp or staged data handling | write-back processing","Reads and returns data from `[WhatsAppHistory]`, `[SMRLead]`, `[SMRLead_ReportedRefuse]`, `[CampaignMaster]`, `[ChannelMaster]`. Intermediate staging uses `@tbl_dealerID`, `@tbl_service`.","SELECT 7; INSERT 2; UPDATE 0; DELETE 0; MERGE 0; EXEC 0"
"[dbo].[communicationWhatsAppUsagedateWise]","CREATE","6540","1","4","@dealerID nvarchar(max) | @ServiceType nvarchar(max) | @FromDate nvarchar(50) | @ToDate nvarchar(50","[WhatsAppHistory] | [SMRLead] | [SMRLead_ReportedRefuse] | [CampaignMaster]","","@tbl_dealerID | @tbl_service","","","aggregation/reporting logic | temp or staged data handling | write-back processing","Reads and returns data from `[WhatsAppHistory]`, `[SMRLead]`, `[SMRLead_ReportedRefuse]`, `[CampaignMaster]`. Intermediate staging uses `@tbl_dealerID`, `@tbl_service`.","SELECT 6; INSERT 2; UPDATE 0; DELETE 0; MERGE 0; EXEC 0"
"[dbo].[communicationWhatsappusagedatwisereport]","CREATE","6581","1","4","@dealerID nvarchar(max) | @ServiceType nvarchar(max) | @FromDate nvarchar(50) | @ToDate nvarchar(50","[WhatsAppHistory] | [SMRLead] | [SMRLead_ReportedRefuse] | [DealersMaster]","","@tbl_dealerID | @tbl_service","","","aggregation/reporting logic | temp or staged data handling | write-back processing","Reads and returns data from `[WhatsAppHistory]`, `[SMRLead]`, `[SMRLead_ReportedRefuse]`, `[DealersMaster]`. Intermediate staging uses `@tbl_dealerID`, `@tbl_service`.","SELECT 7; INSERT 2; UPDATE 0; DELETE 0; MERGE 0; EXEC 0"
"[dbo].[communicationWhatsappUsageuserWise]","CREATE","6633","1","4","@dealerID nvarchar(max) | @ServiceType nvarchar(max) | @FromDate nvarchar(50) | @ToDate nvarchar(50","[SMRLead] | [WhatsAppHistory] | [SMRLead_ReportedRefuse] | [DealersMaster] | [UserMaster]","","@tbl_dealerID | @tbl_service | @TableAllocated","","","aggregation/reporting logic | temp or staged data handling | write-back processing","Reads and returns data from `[SMRLead]`, `[WhatsAppHistory]`, `[SMRLead_ReportedRefuse]`, `[DealersMaster]`, `[UserMaster]`. Intermediate staging uses `@tbl_dealerID`, `@tbl_service`, `@TableAllocated`.","SELECT 10; INSERT 3; UPDATE 0; DELETE 0; MERGE 0; EXEC 0"
"[dbo].[CReateHokInsert]","CREATE","6700","1","1","@Value nvarchar(max","","[HookData]","","","","write-back processing","Reads data from input parameters and internal expressions and persists results to `[HookData]`.","SELECT 1; INSERT 1; UPDATE 0; DELETE 0; MERGE 0; EXEC 0"
"[dbo].[CREMorningJobAllocationData]","CREATE","6721","1","0","","[CREAllocationDealerLogic] | [DPSStagingSMRInt] | [SMRServiceTypeMaster] | [DPSStagingSMRintTest] | [FuelTypeMaster]","[DPSStagingSMRintTest] | [SMRLead] | [SMRLeadConatct] | [CREAllotData] | [DPSStagingSMRInt]","@tb_SMRLeadConatct | @DPSStagingSMRIdTable | @DealerTableId | @DPSStagingSMRIntCheck | @FR1 | @FR2 | @FR3 | @PMS20 | @PMS30 | @PMS40 | @PMS50 | @PMS50Puls | @TempCREAllocationDealerLogic | @TempCREAllocationDealerLogicAllotUser | @DPSStagingSMRIntLOcalData","[dbo].[CCPEwExpire]","[dbo].[GetDate]","conditional branching | iterative processing | temp or staged data handling | write-back processing","Reads data from `[CREAllocationDealerLogic]`, `[DPSStagingSMRInt]`, `[SMRServiceTypeMaster]`, `[DPSStagingSMRintTest]`, `[FuelTypeMaster]` and persists results to `[DPSStagingSMRintTest]`, `[SMRLead]`, `[SMRLeadConatct]`, `[CREAllotData]`, `[DPSStagingSMRInt]`. Intermediate staging uses `@tb_SMRLeadConatct`, `@DPSStagingSMRIdTable`, `@DealerTableId`, `@DPSStagingSMRIntCheck`, `@FR1`, `@FR2`, `@FR3`, `@PMS20`, and 7 more. The procedure also calls `[dbo].[CCPEwExpire]`.","SELECT 155; INSERT 69; UPDATE 16; DELETE 32; MERGE 0; EXEC 1"
"[dbo].[CrossSaleAsingAllotdata]","CREATE","9005","1","0","","[EwAssignLeadData] | [DealersMaster] | [UserDealerMapping] | [UserMaster] | [UserCampaignMapping] | [SMRLead]","[SMRLead] | [dbo].[SMRLeadFollowUp] | [CrossSellDisposition] | [EwAssignLeadData]","@TmpData | @TmpDataDealerData | @TmpDataDealerDataAsing | @DealeridList | @UserDealerId | @OutLeadIDDta | @OutLeadIDDtaFollowup | @OutLeadIDDtaCrossSale","","[dbo].[getdate]","conditional branching | iterative processing | temp or staged data handling | write-back processing","Reads data from `[EwAssignLeadData]`, `[DealersMaster]`, `[UserDealerMapping]`, `[UserMaster]`, `[UserCampaignMapping]`, `[SMRLead]` and persists results to `[SMRLead]`, `[dbo].[SMRLeadFollowUp]`, `[CrossSellDisposition]`, `[EwAssignLeadData]`. Intermediate staging uses `@TmpData`, `@TmpDataDealerData`, `@TmpDataDealerDataAsing`, `@DealeridList`, `@UserDealerId`, `@OutLeadIDDta`, `@OutLeadIDDtaFollowup`, `@OutLeadIDDtaCrossSale`.","SELECT 19; INSERT 8; UPDATE 4; DELETE 0; MERGE 0; EXEC 0"
"[dbo].[CrossSaleAsingAllotdataCrossSellRezoBotData]","CREATE","9210","1","0","","[CrossSellRezoBotData] | [DealersMaster] | [RezonotMappedDealer] | [ccprezodealermaster] | [UserDealerMapping] | [UserMaster] | [UserCampaignMapping] | [SMRLead]","[SMRLead] | [dbo].[SMRLeadFollowUp] | [CrossSellDisposition] | [CrossSellRezoBotData]","@TmpData | @TmpDataDealerData | @TmpDataDealerDataAsing | @DealeridList | @UserDealerId | @OutLeadIDDta | @OutLeadIDDtaFollowup | @OutLeadIDDtaCrossSale","","","conditional branching | iterative processing | temp or staged data handling | write-back processing","Reads data from `[CrossSellRezoBotData]`, `[DealersMaster]`, `[RezonotMappedDealer]`, `[ccprezodealermaster]`, `[UserDealerMapping]`, `[UserMaster]`, `[UserCampaignMapping]`, `[SMRLead]` and persists results to `[SMRLead]`, `[dbo].[SMRLeadFollowUp]`, `[CrossSellDisposition]`, `[CrossSellRezoBotData]`. Intermediate staging uses `@TmpData`, `@TmpDataDealerData`, `@TmpDataDealerDataAsing`, `@DealeridList`, `@UserDealerId`, `@OutLeadIDDta`, `@OutLeadIDDtaFollowup`, `@OutLeadIDDtaCrossSale`.","SELECT 19; INSERT 8; UPDATE 5; DELETE 0; MERGE 0; EXEC 0"
"[dbo].[CrossSaleAsingAllotdataCrossSellRezoBotDataBackup]","CREATE","9433","1","0","","[CrossSellRezoBotData] | [DealersMaster] | [RezonotMappedDealer] | [ccprezodealermaster] | [UserDealerMapping] | [UserMaster] | [UserCampaignMapping] | [SMRLead]","[SMRLead] | [dbo].[SMRLeadFollowUp] | [CrossSellDisposition] | [CrossSellRezoBotData]","@TmpData | @TmpDataDealerData | @TmpDataDealerDataAsing | @DealeridList | @UserDealerId | @OutLeadIDDta | @OutLeadIDDtaFollowup | @OutLeadIDDtaCrossSale","","","conditional branching | iterative processing | temp or staged data handling | write-back processing","Reads data from `[CrossSellRezoBotData]`, `[DealersMaster]`, `[RezonotMappedDealer]`, `[ccprezodealermaster]`, `[UserDealerMapping]`, `[UserMaster]`, `[UserCampaignMapping]`, `[SMRLead]` and persists results to `[SMRLead]`, `[dbo].[SMRLeadFollowUp]`, `[CrossSellDisposition]`, `[CrossSellRezoBotData]`. Intermediate staging uses `@TmpData`, `@TmpDataDealerData`, `@TmpDataDealerDataAsing`, `@DealeridList`, `@UserDealerId`, `@OutLeadIDDta`, `@OutLeadIDDtaFollowup`, `@OutLeadIDDtaCrossSale`.","SELECT 24; INSERT 12; UPDATE 6; DELETE 0; MERGE 0; EXEC 0"
"[dbo].[CrossSaleAsingAllotdataCrossSellRezoBotDataTest]","CREATE","9736","1","0","","[CrossSellRezoBotData] | [DealersMaster] | [RezonotMappedDealer] | [ccprezodealermaster] | [UserDealerMapping] | [UserMaster] | [UserCampaignMapping] | [SMRLead]","[SMRLead] | [dbo].[SMRLeadFollowUp] | [CrossSellDisposition] | [d] | [CrossSellRezoBotData]","@TmpDataDealerDataAsing | @tbl_DealerId | @AllDealerUser | @distribution | @userDistribution | @OutLeadIDDta | @OutLeadIDDtaFollowup | @OutLeadIDDtaCrossSale","","[dbo].[getdate]","temp or staged data handling | write-back processing","Reads data from `[CrossSellRezoBotData]`, `[DealersMaster]`, `[RezonotMappedDealer]`, `[ccprezodealermaster]`, `[UserDealerMapping]`, `[UserMaster]`, `[UserCampaignMapping]`, `[SMRLead]` and persists results to `[SMRLead]`, `[dbo].[SMRLeadFollowUp]`, `[CrossSellDisposition]`, `[d]`, `[CrossSellRezoBotData]`. Intermediate staging uses `@TmpDataDealerDataAsing`, `@tbl_DealerId`, `@AllDealerUser`, `@distribution`, `@userDistribution`, `@OutLeadIDDta`, `@OutLeadIDDtaFollowup`, `@OutLeadIDDtaCrossSale`.","SELECT 12; INSERT 8; UPDATE 4; DELETE 0; MERGE 0; EXEC 0"
"[dbo].[CrossSaleAsingAllotdataEwBotcallingIntegration]","CREATE","9891","1","0","","[EwBotcallingIntegration] | [DealersMaster] | [UserDealerMapping] | [UserMaster] | [UserCampaignMapping] | [SMRLead] | [CrossSellDisposition]","[SMRLead] | [dbo].[SMRLeadFollowUp] | [CrossSellDisposition] | [EwBotcallingIntegration]","@TmpData | @TmpDataDealerData | @TmpDataDealerDataAsing | @DealeridList | @UserDealerId | @OutLeadIDDta | @OutLeadIDDtaFollowup | @OutLeadIDDtaCrossSale","","","conditional branching | iterative processing | aggregation/reporting logic | temp or staged data handling | write-back processing","Reads data from `[EwBotcallingIntegration]`, `[DealersMaster]`, `[UserDealerMapping]`, `[UserMaster]`, `[UserCampaignMapping]`, `[SMRLead]`, `[CrossSellDisposition]` and persists results to `[SMRLead]`, `[dbo].[SMRLeadFollowUp]`, `[CrossSellDisposition]`, `[EwBotcallingIntegration]`. Intermediate staging uses `@TmpData`, `@TmpDataDealerData`, `@TmpDataDealerDataAsing`, `@DealeridList`, `@UserDealerId`, `@OutLeadIDDta`, `@OutLeadIDDtaFollowup`, `@OutLeadIDDtaCrossSale`.","SELECT 22; INSERT 8; UPDATE 6; DELETE 0; MERGE 0; EXEC 0"
"[dbo].[CrossSalereport]","CREATE","10115","1","0","","[LastattemptreportTodayNew] | [DealersMaster] | [SMRLead] | [CrossSellDisposition]","","@Tables | @RefuseLEad","[dbo].[spsubmitcrossselldispositionForJob]","[dbo].[GetDate]","iterative processing | aggregation/reporting logic | temp or staged data handling | write-back processing","Reads and returns data from `[LastattemptreportTodayNew]`, `[DealersMaster]`, `[SMRLead]`, `[CrossSellDisposition]`. Intermediate staging uses `@Tables`, `@RefuseLEad`. The procedure also calls `[dbo].[spsubmitcrossselldispositionForJob]`.","SELECT 5; INSERT 2; UPDATE 0; DELETE 0; MERGE 0; EXEC 1"
"[dbo].[CrossSalereportJOB]","CREATE","10204","1","0","","[LastattemptreportTodayNew] | [DealersMaster] | [SMRLead] | [CrossSellDisposition]","","@Tables | @RefuseLEad","[dbo].[spsubmitcrossselldispositionForJob]","[dbo].[GetDate]","iterative processing | aggregation/reporting logic | temp or staged data handling | write-back processing","Reads and returns data from `[LastattemptreportTodayNew]`, `[DealersMaster]`, `[SMRLead]`, `[CrossSellDisposition]`. Intermediate staging uses `@Tables`, `@RefuseLEad`. The procedure also calls `[dbo].[spsubmitcrossselldispositionForJob]`.","SELECT 5; INSERT 2; UPDATE 0; DELETE 0; MERGE 0; EXEC 1"
"[dbo].[crosssellzoneandregionwisesummaryreport]","CREATE","10295","1","7","@FromDate nvarchar(50) | @ToDate nvarchar(50) | @dealerID nvarchar(max) | @UserId bigint | @vehicleType int =0 | @vehiclechannel int = 0 | @DealerChannel nvarchar(max) = '[]'","[UserMaster] | [CrossSellDisposition] | [dealersmaster] | [SMRServiceTypeMaster]","","@tbl_DealerChannel | @tbl_dealerID | @SMrLEad_Lead","","","conditional branching | aggregation/reporting logic | dynamic SQL | temp or staged data handling | write-back processing","Reads and returns data from `[UserMaster]`, `[CrossSellDisposition]`, `[dealersmaster]`, `[SMRServiceTypeMaster]`. Intermediate staging uses `@tbl_DealerChannel`, `@tbl_dealerID`, `@SMrLEad_Lead`.","SELECT 15; INSERT 6; UPDATE 0; DELETE 0; MERGE 0; EXEC 4"
"[dbo].[CustomerinteractionhistoryDTO]","CREATE","10756","1","0","","","","","","","read-only retrieval","Reads and returns data from input parameters and internal expressions.","SELECT 1; INSERT 0; UPDATE 0; DELETE 0; MERGE 0; EXEC 0"
"[dbo].[CustomerJourneyEditCustomerDetails]","CREATE","10772","1","1","@VIN nvarchar(200","[SMRLead]","","","","","read-only retrieval","Reads and returns data from `[SMRLead]`.","SELECT 1; INSERT 0; UPDATE 0; DELETE 0; MERGE 0; EXEC 0"
"[dbo].[daialyRezoDealerSubscriptionJob]","CREATE","10805","1","0","","[dbo].[RezoDealerSubscriptionData] | [DealersMaster] | [UserDealerMapping] | [UserMaster] | [DialerUsesAutorizationSummary] | [DialerUsesAutorizationDetail]","[DialerUsesAutorizationSummary] | [DialerUsesAutorizationDetail] | [DealersMaster] | [UserMaster]","@dealerCode | @dealerId","","[dbo].[getdate]","aggregation/reporting logic | temp or staged data handling | write-back processing","Reads data from `[dbo].[RezoDealerSubscriptionData]`, `[DealersMaster]`, `[UserDealerMapping]`, `[UserMaster]`, `[DialerUsesAutorizationSummary]`, `[DialerUsesAutorizationDetail]` and persists results to `[DialerUsesAutorizationSummary]`, `[DialerUsesAutorizationDetail]`, `[DealersMaster]`, `[UserMaster]`. Intermediate staging uses `@dealerCode`, `@dealerId`.","SELECT 12; INSERT 4; UPDATE 6; DELETE 0; MERGE 0; EXEC 0"
"[dbo].[DailyRunJobPendingRecored]","CREATE","10901","1","2","@PARENT_GROUP nvarchar(50) | @DateFrom nvarchar(150","[gm_crm_dlr_dial_list_dest_SMR] | [gm_crm_dlr_dial_list_dest_SMRCheckOnly] | [SMRServiceTypeMaster] | [DealersMaster] | [CampaignMaster] | [DPSStagingSMRInt] | [SMRLead]","[gm_crm_dlr_dial_list_dest_SMRCheckOnly] | [DPSStagingSMRInt] | [dealercrm].[dbo].[gm_crm_dlr_dial_list_dest_SMRCheckOnly]","@tb_tbldata","","[dbo].[GETDATE]","try/catch error handling | transaction control | conditional branching | aggregation/reporting logic | temp or staged data handling | write-back processing","Reads data from `[gm_crm_dlr_dial_list_dest_SMR]`, `[gm_crm_dlr_dial_list_dest_SMRCheckOnly]`, `[SMRServiceTypeMaster]`, `[DealersMaster]`, `[CampaignMaster]`, `[DPSStagingSMRInt]`, `[SMRLead]` and persists results to `[gm_crm_dlr_dial_list_dest_SMRCheckOnly]`, `[DPSStagingSMRInt]`, `[dealercrm].[dbo].[gm_crm_dlr_dial_list_dest_SMRCheckOnly]`. Intermediate staging uses `@tb_tbldata`.","SELECT 5; INSERT 3; UPDATE 0; DELETE 0; MERGE 0; EXEC 0"
"[dbo].[DailyRunJobRezoRecoReport]","CREATE","11258","1","0","","[RezoSMRBotintegration]","","","","[dbo].[getdate]","aggregation/reporting logic | read-only retrieval","Reads and returns data from `[RezoSMRBotintegration]`.","SELECT 1; INSERT 0; UPDATE 0; DELETE 0; MERGE 0; EXEC 0"
"[dbo].[DailyRunJobRezoStatusUpdate]","CREATE","11278","1","0","","[RezoSMRBotintegration] | [BotLeadMaster] | [DealersMaster]","[RezoSMRBotintegration]","","","[dbo].[getdate]","write-back processing","Reads data from `[RezoSMRBotintegration]`, `[BotLeadMaster]`, `[DealersMaster]` and persists results to `[RezoSMRBotintegration]`.","SELECT 5; INSERT 0; UPDATE 4; DELETE 0; MERGE 0; EXEC 0"
"[dbo].[DailyRunJobStep1]","CREATE","11346","1","0","","[last_job_run] | [gm_crm_dlr_dial_list_dest_welcomecall] | [dbo].[gm_crm_dlr_dial_list_dest] | [gm_crm_dlr_dial_list_dest_fr1] | [gm_crm_dlr_dial_list_dest_guardapp] | [gm_crm_dlr_dial_list_dest] | [DealersMaster] | [CampaignMaster] | [recodailyjob] | [SMRLead] | [VehicleModelmaster]","[gm_crm_dlr_dial_list_dest_welcomecall] | [gm_crm_dlr_dial_list_dest_fr1] | [gm_crm_dlr_dial_list_dest_guardapp] | [RcoJobStartSummary] | [recodailyjob] | [VehicleModelmaster] | [gm_crm_dlr_dial_list_dest] | [RecoMaxIdUpdate] | [SMRLead] | [gm_crm_dlr_dial_list_dest_SMR_DailytESTs]","@TBLDuplicateRcord | @TBLActualRcord","","[dbo].[GetDate]","try/catch error handling | transaction control | conditional branching | aggregation/reporting logic | temp or staged data handling | write-back processing","Reads data from `[last_job_run]`, `[gm_crm_dlr_dial_list_dest_welcomecall]`, `[dbo].[gm_crm_dlr_dial_list_dest]`, `[gm_crm_dlr_dial_list_dest_fr1]`, `[gm_crm_dlr_dial_list_dest_guardapp]`, `[gm_crm_dlr_dial_list_dest]`, `[DealersMaster]`, `[CampaignMaster]`, `[recodailyjob]`, `[SMRLead]`, and 1 more and persists results to `[gm_crm_dlr_dial_list_dest_welcomecall]`, `[gm_crm_dlr_dial_list_dest_fr1]`, `[gm_crm_dlr_dial_list_dest_guardapp]`, `[RcoJobStartSummary]`, `[recodailyjob]`, `[VehicleModelmaster]`, `[gm_crm_dlr_dial_list_dest]`, `[RecoMaxIdUpdate]`, `[SMRLead]`, `[gm_crm_dlr_dial_list_dest_SMR_DailytESTs]`. Intermediate staging uses `@TBLDuplicateRcord`, `@TBLActualRcord`.","SELECT 18; INSERT 8; UPDATE 6; DELETE 4; MERGE 0; EXEC 0"
